Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-03-01 00:00:00+05:30,55.917899538332705,59.69935396830531,44.662858330402976,58.567893981933594,54802920,0.0,0.0
2007-03-02 00:00:00+05:30,62.527995283250334,62.527995283250334,56.602725166602305,58.32968521118164,8722279,0.0,0.0
2007-03-05 00:00:00+05:30,56.5729618125728,56.751615088264906,53.59543750664791,55.14374923706055,2352089,0.0,0.0
2007-03-06 00:00:00+05:30,56.42407560355678,57.76396130390509,54.786437525353286,55.79879379272461,1299154,0.0,0.0
2007-03-07 00:00:00+05:30,56.48362513192586,56.48362513192586,50.91565657850066,51.6302604675293,768085,0.0,0.0
2007-03-08 00:00:00+05:30,51.928017504766665,53.35722995441021,51.928017504766665,53.17858123779297,453539,0.0,0.0
2007-03-09 00:00:00+05:30,53.535878434629424,54.786437512663376,52.404418490373665,54.31003189086914,573863,0.0,0.0
2007-03-12 00:00:00+05:30,55.084196145353644,55.084196145353644,52.07689497089243,52.31509780883789,656800,0.0,0.0
2007-03-13 00:00:00+05:30,52.40441343710006,53.297670484323355,51.21340404080233,52.195987701416016,429771,0.0,0.0
2007-03-14 00:00:00+05:30,51.21341698726247,52.40442668464067,49.06960044065,51.6600456237793,410183,0.0,0.0
2007-03-15 00:00:00+05:30,51.808917955918744,53.47633322471004,51.808917955918744,52.404422760009766,937409,0.0,0.0
2007-03-16 00:00:00+05:30,51.8684693507714,52.70217701447083,50.61791012689288,50.82633590698242,489834,0.0,0.0
2007-03-19 00:00:00+05:30,51.21340894369245,51.511161321272056,50.05217648846827,50.290374755859375,263636,0.0,0.0
2007-03-20 00:00:00+05:30,50.91565493367961,52.374639719706124,50.796555803802555,51.71958541870117,325721,0.0,0.0
2007-03-21 00:00:00+05:30,51.243179403516656,52.82126316690822,50.64767472500207,51.83868408203125,410702,0.0,0.0
2007-03-22 00:00:00+05:30,52.404415740487565,54.786434637782456,52.404415740487565,54.667335510253906,1126538,0.0,0.0
2007-03-23 00:00:00+05:30,54.72688626488234,55.08418819858341,53.297673986737465,54.399356842041016,293855,0.0,0.0
2007-03-26 00:00:00+05:30,53.59542637257242,55.08418821625499,53.02969868930928,54.845985412597656,302635,0.0,0.0
2007-03-28 00:00:00+05:30,54.19092885486718,54.19092885486718,52.523513841996646,53.1190185546875,175129,0.0,0.0
2007-03-29 00:00:00+05:30,52.70216744521569,56.06677000434105,50.915653294530415,51.80891036987305,1431559,0.0,0.0
2007-03-30 00:00:00+05:30,52.225765241339175,54.071833618108606,51.63026048582406,53.71452713012695,509576,0.0,0.0
2007-04-02 00:00:00+05:30,52.40441678007836,52.40441678007836,50.6179025716666,51.86846160888672,215016,0.0,0.0
2007-04-03 00:00:00+05:30,51.92802071141778,53.74431230756972,51.92802071141778,53.595436096191406,264540,0.0,0.0
2007-04-04 00:00:00+05:30,53.53588263717054,54.9353180139526,53.53588263717054,54.63756561279297,301207,0.0,0.0
2007-04-05 00:00:00+05:30,54.19094134625871,54.339817558748436,53.29768407132038,54.071842193603516,98458,0.0,0.0
2007-04-09 00:00:00+05:30,53.74431282118216,54.429144308735324,52.70217933157475,53.32746124267578,140905,0.0,0.0
2007-04-10 00:00:00+05:30,53.595426406133704,57.22800439832576,53.29767403721074,55.73924255371094,1404080,0.0,0.0
2007-04-11 00:00:00+05:30,56.57295659998174,56.57295659998174,55.38194698735054,56.00722885131836,614531,0.0,0.0
2007-04-12 00:00:00+05:30,55.679681563931325,55.679681563931325,53.4465392552175,53.8336181640625,246066,0.0,0.0
2007-04-13 00:00:00+05:30,54.69710012336473,56.334737878814806,54.3397982490254,55.679683685302734,727726,0.0,0.0
2007-04-16 00:00:00+05:30,56.513398789428486,56.98979983902599,54.93531037407952,55.08418655395508,458641,0.0,0.0
2007-04-17 00:00:00+05:30,55.381952453679226,56.45386302818383,54.3695960003572,55.7690315246582,631642,0.0,0.0
2007-04-18 00:00:00+05:30,55.9774507512534,58.80609852857737,55.94767369415568,57.734188079833984,2087533,0.0,0.0
2007-04-19 00:00:00+05:30,56.572961393845105,58.29992638716762,56.27520896545645,57.674644470214844,758443,0.0,0.0
2007-04-20 00:00:00+05:30,58.24037174838028,58.92519863948142,56.930258451329635,57.644866943359375,933845,0.0,0.0
2007-04-23 00:00:00+05:30,58.95498317698534,59.46116141680627,55.798805492597936,56.8707160949707,1775391,0.0,0.0
2007-04-24 00:00:00+05:30,57.168465974610044,65.47575686920898,56.69206027415171,62.46846008300781,6133853,0.0,0.0
2007-04-25 00:00:00+05:30,64.76113970847976,74.31899248968817,63.59990729656049,71.63922119140625,10876699,0.0,0.0
2007-04-26 00:00:00+05:30,72.056084048222,77.4156274898253,72.056084048222,72.97911834716797,3618512,0.0,0.0
2007-04-27 00:00:00+05:30,72.65158436653874,72.65158436653874,66.69653646764212,68.30439758300781,2075388,0.0,0.0
2007-04-30 00:00:00+05:30,67.29203796386719,70.26956176757812,62.91507888108026,68.78079986572266,1149868,0.0,0.0
2007-05-03 00:00:00+05:30,69.37633355935785,71.66902693569813,68.48307604571804,69.16790771484375,955879,0.0,0.0
2007-05-04 00:00:00+05:30,69.79316384996717,71.81788116877904,68.48305504897544,69.07855987548828,1251131,0.0,0.0
2007-05-07 00:00:00+05:30,69.61451129202699,70.7459713087224,68.54260084603322,68.92967987060547,523983,0.0,0.0
2007-05-08 00:00:00+05:30,69.43584706347738,70.12067837667345,69.01899559110079,69.70382690429688,824891,0.0,0.0
2007-05-09 00:00:00+05:30,70.26955976214924,75.926854827746,69.16787689488537,75.09314727783203,1843893,0.0,0.0
2007-05-10 00:00:00+05:30,76.04596457074572,77.26675128311409,71.96675741552703,72.97911834716797,1936720,0.0,0.0
2007-05-11 00:00:00+05:30,71.4605801577178,76.22461883489899,70.32912006321901,74.94428253173828,1450405,0.0,0.0
2007-05-14 00:00:00+05:30,77.20719964915588,78.84483797565439,75.62911544193047,76.64147186279297,2261351,0.0,0.0
2007-05-15 00:00:00+05:30,76.82011242636939,77.23696393227699,74.49764300248545,75.1229248046875,714790,0.0,0.0
2007-05-16 00:00:00+05:30,74.14033858214432,77.356060476336,74.14033858214432,76.939208984375,1017457,0.0,0.0
2007-05-17 00:00:00+05:30,80.39314270019531,80.39314270019531,75.9268569946289,77.71337127685547,1408555,0.0,0.0
2007-05-18 00:00:00+05:30,77.89202841295958,78.90438473945008,75.926860787018,76.37348937988281,842089,0.0,0.0
2007-05-21 00:00:00+05:30,76.82010603172432,77.71336307860483,75.50999751363568,76.79032897949219,492382,0.0,0.0
2007-05-22 00:00:00+05:30,76.93922508553565,78.9043929150973,75.71844286455223,77.59428405761719,887502,0.0,0.0
2007-05-23 00:00:00+05:30,78.48754147626711,78.48754147626711,76.22462121656379,76.7010269165039,586081,0.0,0.0
2007-05-24 00:00:00+05:30,76.52237737891208,77.35608057949536,73.24710052611817,74.7358627319336,1226768,0.0,0.0
2007-05-25 00:00:00+05:30,74.14034316726104,77.1774211003516,70.4779879575595,76.84989166259766,867541,0.0,0.0
2007-05-28 00:00:00+05:30,76.96898984209243,76.96898984209243,74.735847003347,75.00382232666016,317047,0.0,0.0
2007-05-29 00:00:00+05:30,75.03360641496634,77.95157636309767,75.03360641496634,76.46281433105469,1447732,0.0,0.0
2007-05-30 00:00:00+05:30,80.33359840333308,80.33359840333308,75.62911385342314,76.13529205322266,1100665,0.0,0.0
2007-05-31 00:00:00+05:30,76.52236775282985,77.56450116580613,75.62911054170733,76.01618957519531,323902,0.0,0.0
2007-06-01 00:00:00+05:30,76.84989838246359,77.41562614077121,75.95664115776239,76.49259185791016,202051,0.0,0.0
2007-06-04 00:00:00+05:30,76.49259643647318,77.35607665469925,73.90215123845347,74.58698272705078,395405,0.0,0.0
2007-06-05 00:00:00+05:30,74.43809886970143,76.22461324257426,73.39596548552561,75.18247985839844,654920,0.0,0.0
2007-06-06 00:00:00+05:30,75.21226258406945,76.13529235361837,73.1577681744128,73.7532730102539,269679,0.0,0.0
